657271858593705988	Golden Graham Slumbers #CerealSongs @midnight	-41.56847564123312
657287561434542080	#CerealSongs @midnight Always Look on the Bright Side of Life.	-94.17696931811383
657250967897939968	#CerealSongs @midnight Oops All Berries again	-42.634649842716144
657251321070886913	@midnight Save a horse, ride a cornflake #CerealSongs	-65.08905544214562
657258006724349952	#CerealSongs @midnight Snap, Crackle, Pop lock and drop it	-85.73925167293697
657239207715479556	@midnight Prodigy - Honey Smacks my b**** up! #CerealSongs	-120.26469440740877
657240854147571712	Don't Mess With My Fruit Brute @midnight #CerealSongs	-77.48605826327743
657301661484904448	Take Me To Crunch #CerealSongs @midnight	-37.20474788614702
657303763607138304	@midnight LOOK AT THE FLICK OF THE CRISP! (Cookie Crisp) #CerealSongs	-125.72463659659397
657241088374239232	@midnight I found my thrill, on Booberry Hill... #CerealSongs	-85.91664119995679
657247101357838336	Get Your Kix on Route 66 #CerealSongs @midnight	-53.09231233529347
657248788986404868	#CerealSongs @midnight Farina! I just met a girl named Farina!	-96.58011820465012
657240187295178752	Fiber One for the Road #CerealSongs @midnight	-37.9960587034614
657243344360226816	Fiber One let me eat cha that's all I wanna' do. Fiber One let me eat cha 'cause I need some food, need some food.  #cerealsongs @midnight	-247.65617599399678
